character,gender,good_vs_bad,universe,first_movie,release_year,sentiment_score
Dr. Herder,Male,Neutral,Other,None,None,5.3558474576271164
Dr. Hissy,Male,Neutral,Disney,None,None,5.497631578947369
Mayor Pink Panda,Female,Heroine,Disney,None,None,5.618375
Dr. Homer,Male,Villain,Disney,None,None,5.393605769230765
Dr. Hudson,Male,Neutral,Disney,None,None,5.426906474820146
Dr. Minn-Erva,Female,Villain,Marvel,Captain Marvel,None,5.609155844155844
Dr. Minutia,Male,Villain,Other,None,None,5.514031413612566
Dr. NoGood,Other,Villain,Disney,None,None,5.51590361445783
Feathers Galore,Female,Heroine,Disney,None,None,5.609000000000001
Dr. Pete Novos,Male,Neutral,Disney,The Santa Clause,1994,5.444822695035462
Dr. Phil Van Nueter,Other,Neutral,Other,None,None,5.4983471074380175
Dr. Piltdown,Male,Villain,Disney,None,None,5.4319587628865955
Steggy,Male,Hero,Disney,None,None,5.420174825174823
Dr. Swindle,Male,Villain,Disney,None,None,5.4518400000000025
Saurians,Other,Villain,Disney,None,None,5.331772727272726
Hunter Drones,Other,Villain,Disney,None,None,5.42918918918919
Dr. Takeuchi,Male,Villain,Disney,None,None,5.624423076923076
Dr. Tobar,Male,Villain,Disney,None,None,5.428378378378378
Germlings,Other,Villain,Disney,None,None,5.397225130890051
Dr. Wally Pretorious,Male,Villain,Disney,None,None,5.413617021276595
Dr. Watson,Male,Hero,Disney,None,None,5.612920353982302
Dr. Zibaldo,Male,Neutral,Disney,None,None,5.572525252525252
Dragon-Bot,Other,Neutral,Other,None,None,5.786363636363638
Lava Lizards,Other,Villain,Disney,None,None,5.28413693346191
Dreamweaver Kema,Female,Neutral,Disney,None,None,5.69048387096774
Mountie,Male,Neutral,Other,None,None,5.830000000000002
Drew,Male,Villain,Other,None,None,5.632689655172412
Max (The Suite Life),Female,Neutral,Disney,None,None,5.605304136253037
Drex,Male,Villain,Disney,Super Buddies,2013,5.42843243243243
Princess Jorala,Female,Heroine,Disney,Super Buddies,2013,5.631199999999998
Drinka Champane,Female,Heroine,Disney,None,None,5.66214285714286
Drosera occidendum,Other,Villain,Disney,None,None,5.51555910543131
Dryads,Female,Neutral,Disney,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,5.5538194444444455
DT-87 Drone,Other,Neutral,Disney,None,None,5.234769585253455
Duke (Fantasia),Male,Hero,Disney,Fantasia 2000,1999,5.4878464419475605
Flying John,Male,Neutral,Disney,Fantasia 2000,1999,5.545339168490146
Joe (Fantasia),Male,Neutral,Disney,Fantasia 2000,1999,5.418534704370182
Killjoy Margaret,Female,Villain,Disney,Fantasia 2000,1999,5.45951008645533
Foo-Foo,Female,Neutral,Disney,Fantasia 2000,1999,5.491106719367588
Lost Souls,Other,Neutral,Pixar,Soul,2020,5.33057742782152
Durga,Female,Heroine,Pixar,None,None,5.474761904761904
Hanuman,Other,Hero,Pixar,None,None,5.403567567567567
Ravana,Other,Villain,Pixar,None,None,5.394707792207793
Sanjay (Sanjay's Super Team),Male,Neutral,Pixar,None,None,5.483703703703701
Vishnu,Other,Hero,Pixar,None,None,5.401243781094529
Lewis Hamilton,Male,Neutral,Pixar,Cars 2,2011,5.495669481302774
Dutch Spackle,Male,Neutral,Disney,None,None,5.433864734299513
Dwarves,Other,Neutral,Disney,None,None,5.548791666666667
Earl (Goof Troop),Male,Villain,Disney,None,None,5.469923954372624
Earl,Male,Neutral,Other,None,None,5.43688346883469
Mousey the Great,Male,Hero,Other,None,None,5.7357798165137615
Easter Bunny,Other,Neutral,Disney,None,None,5.633504273504274
Ebb and Flo,Female,Villain,Disney,None,None,5.347833333333332
Ed (Princess Protection Program),Male,Neutral,Other,None,None,5.910724637681159
Edgar Volgud,Male,Villain,Disney,Atlantis: Milo's Return,2003,5.226038961038963
Edie Wilde,Female,Neutral,Disney,None,None,5.5192565597667675
Edmontosaurus,Other,Neutral,Disney,None,None,5.50438775510204
Edrio,Male,Neutral,Other,Rogue One,2016,5.331410256410257
Maude Dugglemonster,Female,Neutral,Disney,None,None,5.66342105263158
Herold Dugglemonster,Male,Neutral,Other,None,None,5.4818421052631585
Effie Shrugg,Female,Neutral,Disney,None,None,5.591317829457362
El Emenopio,Male,Villain,Disney,None,None,5.329216152019004
El Toro,Male,Neutral,Disney,None,None,5.288345498783453
Elaine Perigrew,Female,Heroine,Other,Doug's 1st Movie,1999,5.651092436974788
Elderly Man,Male,Neutral,Disney,None,None,5.446271186440677
Eleanor Bloomingbottom,Female,Heroine,Disney,Godmothered,2020,5.561227272727269
Eliza M. Feyersied,Female,Neutral,Disney,None,None,5.701387283236996
Ella,Female,Heroine,Disney,None,None,5.5573962264150945
Ulysses Bloodstone,Male,Villain,Marvel,Werewolf by Night,None,5.763950617283952
Ellen Nadeer,Female,Villain,Other,None,None,5.347466666666668
Elliot (Austin & Ally),Male,Neutral,Disney,None,None,5.698769230769231
Elliot Randolph,Male,Neutral,Other,None,None,5.474637681159419
Ellroy,Male,Neutral,Disney,None,None,5.458159203980102
Tillie Tiger,Female,Heroine,Disney,None,None,5.631103896103894
Elmer,Other,Neutral,Disney,None,None,5.5708780487804885
Elves,Other,Neutral,Pixar,Onward,2020,5.646941747572819
Morris Menke,Male,Neutral,Disney,Holes,2003,5.435319148936169
Emcee,Female,Neutral,Pixar,Coco,2017,5.5348589341692795
Emily Adams,Female,Neutral,Disney,None,None,5.554171428571427
The Hawk,Male,Neutral,Disney,None,None,5.457053941908713
Emma (Cinderella),Female,Neutral,Disney,None,None,5.652325581395349
Emma (Good Luck Charlie),Female,Neutral,Disney,None,None,5.688199052132701
Emma (Teacher's Pet),Female,Heroine,Disney,Teacher's Pet: The Movie,2004,5.72609195402299
Emmett,Male,Neutral,Disney,None,None,5.53225
Emperor Wan Lo,Male,Villain,Disney,None,None,5.369328621908126
End of Time,Male,Neutral,Other,None,None,5.49130434782609
Endarno,Male,Villain,Disney,None,None,5.33315789473684
Ennuisha,Female,Neutral,Other,None,None,5.769468085106383
Erica (cruise director),Female,Neutral,Disney,None,None,5.599950372208436
Erik (Dog With a Blog),Male,Villain,Disney,None,None,5.5245933014354085
Principal Tim Lawson,Male,Villain,Disney,None,None,5.452877697841724
Erik Josten,Male,Hero,Marvel,None,None,5.497861635220127
Meteorite,Female,Heroine,Marvel,None,None,5.318278061224486
Techno,Other,Hero,Marvel,None,None,5.4627683615819205
Ernesto,Male,Neutral,Disney,None,None,5.384117647058821
Estelle,Female,Neutral,Disney,None,None,5.349500000000001
Esther,Female,Heroine,Other,Muppet Meeting Films,None,5.688442622950825
Etch A Sketch,Other,Neutral,Pixar,Toy Story,1995,5.54249414519906
Ethan (Austin & Ally),Male,Hero,Disney,None,None,5.636791044776122
Ethan (Lab Rats),Male,Neutral,Disney,None,None,5.505606060606063
Legend,Male,Hero,Disney,Strange World,2022,5.618051282051282
Eugene Kennedy,Male,Neutral,Disney,None,None,5.282204081632655
Eugene Photomas,Male,Neutral,Disney,None,None,5.571875
Eugenia Ferdinand-Ferdinand,Female,Neutral,Disney,None,None,5.453365785813626
Eurasia Toft,Female,Neutral,Disney,None,None,5.591830985915493
Evil Clown,Male,Villain,Other,The Brave Little Toaster,1987,5.310433673469386
Mary Ann Flagstarr,Female,Neutral,Disney,None,None,5.46842741935484
Oberon De Spair,Male,Villain,Disney,None,None,5.477352941176471
Ewan,Male,Neutral,Disney,102 Dalmatians,2000,5.353327433628317
Eyes and Ears,Female,Heroine,Other,Spies in Disguise,2019,5.293268229166665
Joy Jenkins,Female,Heroine,Other,Spies in Disguise,2019,5.391762208067937
Ezekiel Tugbottom,Male,Villain,Disney,None,None,5.374668246445494
Sally Tugbottom,Female,Heroine,Disney,None,None,5.4844380403458235
Ezekiel,Male,Neutral,Disney,Pirates of the Caribbean: On Stranger Tides,2011,5.23775933609958
Fabiana,Female,Neutral,Disney,Pinocchio,1940,5.482194199243382
Sabina,Female,Neutral,Disney,Pinocchio,1940,5.511158854166666
Sofia the Seagull,Female,Neutral,Disney,Pinocchio,1940,5.4786529680365295
Falcone,Male,Villain,Disney,None,None,5.28596153846154
False Shadow Blot,Other,Villain,Disney,None,None,5.229049586776856
Falsetto Jones,Male,Villain,Disney,None,None,5.429807073954986
Farhog the Fierce,Male,Villain,Disney,None,None,5.239344262295083
Farmer and Farmer's Wife,Female,Neutral,Disney,None,None,5.478824701195222
Farouk,Male,Neutral,Disney,Aladdin,1992,5.418968824940045
Unkbuut,Female,Hero,Disney,None,None,5.343569364161848
Father Duck,Male,Neutral,Disney,None,None,5.404999999999996
Mother Duck,Female,Neutral,Disney,None,None,5.377045454545452
The Ugly Duckling (character),Male,Hero,Disney,Lilo & Stitch,2002,5.393306122448979
Mother Swan,Female,Neutral,Disney,Lilo & Stitch,2002,5.36057239057239
Fathier,Other,Neutral,Other,Star Wars: The Last Jedi,2017,5.463630136986301
Faucet,Female,Heroine,Other,The Brave Little Toaster Goes to Mars,1998,5.5559259259259255
Squirt (The Brave Little Toaster),Male,Hero,Other,The Brave Little Toaster Goes to Mars,1998,5.514411764705883
Felicia (Elena of Avalor),Female,Neutral,Disney,None,None,5.5384782608695655
Felix (Once Upon a Time),Male,Villain,Other,None,None,5.310162972620592
Jake (Kim Possible),Male,Hero,Disney,None,None,5.590909090909093
Female Tyrannosaurus,Female,Neutral,Disney,None,None,5.447439024390243
Loki (Hercules),Male,Villain,Disney,None,None,5.600320855614972
Odin (Hercules),Male,Neutral,Disney,None,None,5.7340659340659315
Thor (Hercules),Male,Neutral,Other,None,None,5.629568965517241
Fentruck Stimmel,Male,Neutral,Other,None,None,5.603000000000001
Ferdinand Lopez,Male,Villain,Marvel,Captain America: The Winter Soldier,None,5.804150943396225
Ferret Jeeter,Male,Neutral,Other,None,None,5.656086956521739
Fester,Male,Hero,Disney,None,None,5.374014778325123
Fifinella,Female,Neutral,Other,The Gremlins,None,5.5355045871559625
Finster Zombies,Other,Villain,Disney,None,None,5.2381395348837225
Fio Piccolo,Female,Heroine,Other,Porco Rosso,1992,5.7263095238095225
Mr. Piccolo,Male,Neutral,Other,Porco Rosso,1992,5.897345132743362
Nausicaä,Female,Heroine,Other,Nausicaä of the Valley of the Wind,1984,5.487297106563162
Fiona (disambiguation),Female,Neutral,Other,None,None,5.638245614035088
Fiona (Secret of the Wings),Female,Neutral,Disney,Secret of the Wings,2012,5.65848780487805
Firefighter,Male,Neutral,Disney,None,None,5.528809523809525
Fireman O'Hara,Male,Neutral,Disney,The Santa Clause,1994,5.6348214285714295
Plop Plop,Male,Neutral,Disney,None,None,5.330377358490565
Fisher,Male,Hero,Disney,None,None,5.322127659574466
Mann,Female,Heroine,Disney,None,None,5.344801670146142
Fisherman Bear,Male,Neutral,Disney,Bedknobs and Broomsticks,1971,5.598715596330275
Five Bear Rugs,Male,Neutral,Disney,The Country Bears,2002,5.654305177111713
Flamingo Girls' Flamboyance,Other,Neutral,Disney,None,None,5.458020050125314
Flamingo Girls,Female,Neutral,Disney,None,None,5.479437939110072
Fleance,Female,Villain,Disney,None,None,5.454347826086956
Fleeblebort,Male,Neutral,Disney,None,None,5.493076923076922
Fletcher Hodges,Male,Neutral,Disney,None,None,5.670057803468207
Flim Flam,Female,Neutral,Disney,None,None,5.572289156626508
Flint Steel,Male,Hero,Disney,None,None,5.530041039671682
"Fliplip, Sidney, and Armadillo",Other,Villain,Other,None,None,5.268244274809161
Professor Nefarious,Male,Villain,Disney,None,None,5.420833333333332
The Sleuth,Male,Hero,Disney,None,None,5.429708520179377
Floogel,Other,Neutral,Disney,None,None,5.514
Flounder's Guppies,Other,Neutral,Disney,The Little Mermaid II: Return to the Sea,2000,5.700655021834065
Flower Vendor,Male,Neutral,Disney,Cinderella II: Dreams Come True,2002,5.734747474747474
Flowers of Wonderland,Female,Heroine,Disney,Alice in Wonderland,None,5.745066371681414
Tall Flowers,Female,Heroine,Disney,Alice in Wonderland,None,5.514897435897431
"Fluffy, Muffy, & Tuffy",Female,Neutral,Disney,None,None,5.468085106382981
Flurgle,Other,Neutral,Disney,None,None,5.621935483870968
Flutterfoot the Rabbit,Male,Neutral,Disney,None,None,5.606250000000001
Flying Squirrel,Male,Neutral,Disney,None,None,5.444150943396225
Fontenoy,Male,Neutral,Disney,Herbie Goes to Monte Carlo,1977,5.516692307692307
Foote,Other,Neutral,Disney,Homeward Bound: The Incredible Journey,1993,5.365552147239264
Foreman Takeda,Male,Villain,Disney,None,None,5.512071611253195
Mariko Takeda,Female,Heroine,Disney,None,None,5.411014084507043
Shinobu Takeda,Female,Heroine,Disney,None,None,5.5884210526315785
Forest Animals (Sleeping Beauty),Female,Neutral,Other,Sleeping Beauty,1959,5.80097001763668
Francois (Kim Possible),Male,Neutral,Disney,None,None,5.6473015873015875
Francois Poupon,Male,Neutral,Other,None,None,5.444166666666663
Henri and Simone Poupon,Other,Neutral,Other,None,None,5.621315789473684
Frank (Kick Buttowski),Male,Villain,Disney,None,None,5.316990291262138
Frank (Kickin' It),Male,Villain,Disney,None,None,5.404942528735632
Frank and Dave,Male,Neutral,Pixar,Inside Out,2015,5.34484126984127
Frank and Esther Exposition,Female,Neutral,Disney,None,None,5.948500000000001
Frank Inn (character),Male,Hero,Other,Benji the Hunted,1987,5.505870967741938
Frank Nutti,Other,Villain,Disney,None,None,5.356774193548385
Frank Sparkles,Male,Hero,Disney,Big Hero 6,None,5.491206395348839
Frankie Bolt,Female,Neutral,Disney,None,None,5.634581818181818
Franz Nukid,Other,Villain,Disney,None,None,5.385792951541849
Fred (Quack Pack),Male,Villain,Disney,None,None,5.631600000000001
Fred Grant,Female,Neutral,Disney,None,None,5.691048951048949
Panther Cub,Male,Neutral,Disney,None,None,5.499624999999999
Frederick Buttersleeves,Male,Neutral,Disney,None,None,5.454523809523808
Frederick the Monkey,Male,Neutral,Disney,None,None,5.373944954128441
Frenchie,Male,Neutral,Disney,None,None,5.590487804878049
Que Sera,Male,Neutral,Disney,None,None,5.578846153846156
Fresh-Up Freddie,Male,Neutral,Disney,None,None,5.632322580645159
Freshwater High Cheerleaders,Female,Heroine,Disney,None,None,5.561474999999998
Winnie Grouper,Female,Heroine,Disney,None,None,5.570878186968836
Friday,Male,Neutral,Disney,None,None,5.607701863354037
Frieda,Female,Neutral,Disney,None,None,5.517076923076922
Fronk Fegnugen,Male,Hero,Disney,None,None,5.391758569299552
Madame Credenza,Female,Neutral,Disney,None,None,5.5588095238095185
Frigeed,Male,Villain,Disney,None,None,5.412693333333334
Fritz (Inside Out),Male,Neutral,Pixar,Inside Out,2015,5.529493670886077
Fujimoto,Male,Neutral,Other,Ponyo,2008,5.537980535279808
Granmamare,Female,Neutral,Other,Ponyo,2008,5.730155763239872
Ponyo,Female,Heroine,Other,Ponyo,2008,5.46952786377709
Sosuke,Male,Hero,Other,Ponyo,2008,5.662666666666669
Lisa (Ponyo),Female,Heroine,Other,Ponyo,2008,5.5430491329479725
Future Danny Douglas,Male,Neutral,Other,None,None,5.540840336134453
Future Jessie,Female,Heroine,Disney,None,None,5.373691756272403
Gabriel (That's So Raven),Male,Neutral,Disney,None,None,5.478547008547008
Galen Kor,Other,Villain,Marvel,None,None,5.687959183673469
Galgheita Rudolph,Female,Neutral,Disney,None,None,5.416123595505618
Garbage Truck Robot,Other,Neutral,Pixar,WALL-E,2008,5.2937282229965135
Gargantos,Male,Villain,Marvel,Doctor Strange in the Multiverse of Madness,None,5.511287878787881
Gargon,Male,Villain,Disney,None,None,5.507580645161289
Prince V'Lara,Male,Neutral,Disney,None,None,5.577476635514019
Gargoyle (Gummi Bears),Other,Villain,Other,None,None,5.47841379310345
Garheng,Male,Villain,Disney,Pirates of the Caribbean: On Stranger Tides,2011,5.250727848101265
Garthan Saal,Male,Hero,Marvel,Guardians of the Galaxy,None,5.495686274509805
Irani Rael,Female,Neutral,Marvel,Guardians of the Galaxy,None,5.603225806451613
Rhomann Dey,Other,Hero,Marvel,Guardians of the Galaxy,None,5.335224416517056
Garvey Gull,Male,Neutral,Disney,None,None,5.7481395348837205
Gary (Dinosaurs),Male,Neutral,Other,None,None,5.597563025210081
Gary (Muppet),Male,Neutral,Other,None,None,5.494878048780486
Gary and Larry,Male,Neutral,Disney,Zootopia,2016,5.366710526315789
Gaston's Cronies,Male,Villain,Disney,Beauty and the Beast,None,5.347952105697767
Gator Adams,Female,Neutral,Disney,None,None,5.594354066985649
Terra-Firmie King,Male,Villain,Disney,None,None,5.671250000000002
General Shirley B. Awesome,Female,Heroine,Disney,None,None,5.652203389830508
General Snozzie,Male,Neutral,Other,None,None,5.4881547619047595
Genie (Timon & Pumbaa),Male,Neutral,Disney,None,None,5.55201986754967
Gentleman Tooth,Other,Villain,Disney,None,None,5.383006134969325
George Van Brunt,Male,Neutral,Disney,None,None,5.37861818181818
Gerbil Jerks,Male,Neutral,Disney,Zootopia,2016,5.362234042553194
Gerry,Male,Villain,Disney,None,None,5.133584905660377
Gertie,Female,Neutral,Other,The Adventures of Ichabod and Mr. Toad,1949,5.284565217391306
Gertrude Goat,Female,Neutral,Other,None,None,5.638039215686274
Giant (Gummi Bears),Male,Villain,Disney,None,None,5.334751131221723
Giant (Sindbad's Storybook Voyage),Male,Neutral,Disney,None,None,5.5044054054054055
Giant Scorpions,Other,Villain,Disney,None,None,5.384583333333335
Giblet the Clown,Male,Neutral,Disney,None,None,5.5463837638376425
Gigabyte,Male,Neutral,Disney,None,None,5.59098445595855
Gilded Man,Other,Neutral,Disney,None,None,5.417425068119894
Gillian,Other,Neutral,Disney,None,None,5.699444444444447
Niles,Male,Neutral,Disney,None,None,5.423240223463688
Howlin' Jay,Male,Neutral,Other,None,None,5.818971962616822
Ginger (Goldie & Bear),Female,Neutral,Disney,None,None,5.639047619047619
Gingerbread Jimmy,Male,Neutral,Disney,None,None,5.745683060109289
Ginny Favers,Female,Heroine,Disney,Song of the South,1946,5.82969512195122
Jake and Joe Favers,Other,Villain,Disney,Song of the South,1946,5.624671052631581
Ginorma,Female,Villain,Disney,None,None,5.545941176470589
King Groucharooney,Male,Neutral,Disney,None,None,5.524047619047621
Girl Bee,Female,Neutral,Disney,Let's Stick Together,1952,5.636666666666668
Glasses Bird,Other,Neutral,Disney,Alice in Wonderland,None,5.592256097560973
Hammer and Pencil Birds,Other,Neutral,Disney,Alice in Wonderland,None,5.601689008042891
Mome Raths,Other,Neutral,Disney,Alice in Wonderland,None,5.512871485943775
Glenda Molehill,Female,Neutral,Other,None,None,5.564832214765101
Gus Molehill,Male,Neutral,Other,None,None,5.6430303030303035
Solomon the Great,Male,Neutral,Other,None,None,5.494697674418604
